step,agent_id,Kp,Ki,Kd
0,0,1.1027712598443031,0.14537444189190865,-0.04393154919147491
1,0,1.2052642852067947,0.1901237651705742,-0.0999601536989212
2,0,1.3074523955583572,0.23380272313952447,-0.15806254535913467
3,0,1.4092701971530914,0.2759506724774837,-0.21823163121938705
4,0,1.5105845108628273,0.31608100458979604,-0.2804568687081337
5,0,1.6111578345298767,0.353676351159811,-0.34469141602516173
6,0,1.710597202181816,0.3881963700056076,-0.4108061024546623
7,0,1.808280624449253,0.4191086295992136,-0.4785413721203804
8,0,1.9032590091228485,0.4459535278379917,-0.5474863478541374
9,0,1.9941453710198402,0.46843266151845453,-0.617129353582859
10,0,2.079018846154213,0.48643450289964674,-0.6869994828104973
11,0,2.1554010212421417,0.49981783274561165,-0.7568454274535179
12,0,2.2203616350889206,0.5078789176419377,-0.8267411568760872
13,0,2.2706221230328083,0.508865122590214,-0.8969309011101723
14,0,2.302599001675844,0.5002821152098477,-0.9671116822957992
15,0,2.3131114253774285,0.48051250809803603,-1.0352840477228165
16,0,2.301119973883033,0.4505497206933796,-1.097272908091545
17,0,2.2685238737612963,0.41342797027900813,-1.1480973416566849
18,0,2.2189326342195272,0.3721079182811081,-1.184241538643837
19,0,2.156119404360652,0.3284208838827908,-1.2046158814430237
20,0,2.0832539554685354,0.28334915535524485,-1.2099796163477003
21,0,2.0027773063629866,0.237479652184993,-1.2018281801231205
22,0,1.9165687840431929,0.19121463494375346,-1.1816244947351515
23,0,1.826155735179782,0.14487632261589167,-1.1505688822455704
24,0,1.7328425031155348,0.09875567527487872,-1.1096900722570717
25,0,1.6377410050481558,0.053104991931468226,-1.0600248670764267
26,0,1.5417357217520475,0.008113535959273555,-1.0027172810025513
27,0,1.4454502444714308,-0.03609635038301351,-0.9389801940508187
28,0,1.3492596950381994,-0.07945275409147146,-0.8699846810288727
29,0,1.2533402647823095,-0.12191418660804632,-0.7967689728923142
30,0,1.1577272396534681,-0.16345561398193242,-0.7202056071348488
31,0,1.0623638313263655,-0.20406134156510236,-0.6410175880976021
32,0,0.9671376254409552,-0.24372238768264654,-0.559820870179683
33,0,0.8719087447971106,-0.28243653578683736,-0.47717564018443226
34,0,0.776536276564002,-0.32021009279415014,-0.3936360499449074
35,0,0.6809110846370459,-0.3570608320645988,-0.3097917235083878
36,0,0.5850053261965513,-0.39302059365436437,-0.22629496665671467
37,0,0.4889517854899168,-0.4281324530951679,-0.1438698491640389
38,0,0.39316599629819393,-0.46242799712345006,-0.06330700429156422
39,0,0.29850894026458263,-0.4958572621457279,0.014542152862995872
40,0,0.20643958263099194,-0.5281481082551182,0.08877456722781063
41,0,0.11904214881360531,-0.5586339040659368,0.15852293161675335
42,0,0.03886540047824383,-0.5861893846653402,0.22324534295126797
43,0,-0.03122837282717228,-0.6094165603630245,0.2831715473346412
44,0,-0.08793858624994755,-0.6270803484134376,0.33946743397042156
45,0,-0.1275182906538248,-0.6385424324311316,0.3932455608062446
46,0,-0.14667587354779243,-0.6435773373581469,0.44326594261452557
47,0,-0.1437711964827031,-0.6416037418879569,0.48522066859528423
48,0,-0.11941543477587402,-0.632086371164769,0.5145971213839948
49,0,-0.07621430116705596,-0.6155589307658375,0.5295557563565672
50,0,-0.017603839514777064,-0.5934043164364994,0.5311018873378635
51,0,0.053260934771969914,-0.5670925016514957,0.5217633184418082
52,0,0.13384686899371445,-0.5376793696545065,0.5043326665088534
53,0,0.22203423571772873,-0.505656401719898,0.48110791224986316
54,0,0.3159039367455989,-0.47109421631321313,0.4535997409746051
55,0,0.4137508247513324,-0.43393827518448236,0.42262146178632976
56,0,0.5141872290987521,-0.39423394864425065,0.3885627419129014
57,0,0.6161856625694782,-0.35219158893451097,0.35162474516779185
58,0,0.7190420750994235,-0.30815503662452104,0.3119447261467576
59,0,0.8223021898884326,-0.26254749214276674,0.269643972851336
60,0,0.9256883834023029,-0.21582644721493127,0.22483875159174205
61,0,1.0290408928412944,-0.1684548883698881,0.17763624642044307
62,0,1.1322737310547382,-0.12088780021294954,0.12812617722898723
63,0,1.2353405330795795,-0.07357055610045793,0.07637386325746776
64,0,1.3382060800213367,-0.026945560332387708,0.022417332269251355
65,0,1.440820311428979,0.01853628912940619,-0.03372950550168752
66,0,1.5430920619983226,0.062402830366045214,-0.09206566657871007
67,0,1.6448594082612544,0.10414988631382582,-0.15258110757917165
68,0,1.745851953746751,0.14323731223121283,-0.21522203531116246
69,0,1.8456394274253398,0.17909889379516242,-0.2798457711562514
70,0,1.9435644049663097,0.21117611685767768,-0.3461777314171195
71,0,2.0386680488009006,0.23898374745622275,-0.4137979119643569
72,0,2.1296260927338153,0.2621877052821219,-0.4821873426064849
73,0,2.2146907646674663,0.2806010999716818,-0.5508324920758605
74,0,2.2916123617906123,0.2939482619054615,-0.619343650303781
75,0,2.357550432207063,0.3013890310190618,-0.6875314682349563
76,0,2.4090223771054298,0.30115856872871516,-0.7552768036350608
77,0,2.4420801636297256,0.2910102651454508,-0.8219077854976058
78,0,2.453344485955313,0.2698786769993603,-0.8852376237139106
79,0,2.441898495191708,0.23927165651693938,-0.9412362843379378
80,0,2.4098576644901186,0.20227974737063048,-0.9854621708020568
81,0,2.3609393353108317,0.16156745413318274,-1.015194906629622
82,0,2.2989366988185793,0.11866431394591925,-1.0300467682629824
83,0,2.227014612639323,0.07437389800325034,-1.0311063507199287
84,0,2.1476019138935953,0.029181928280740954,-1.0198328008502722
85,0,2.0625391940120608,-0.01657187854871156,-0.9974482075870037
86,0,1.973279875004664,-0.06259817918762567,-0.9648583175241947
87,0,1.881043795729056,-0.10860920613631608,-0.9228474216163158
88,0,1.7868776286486536,-0.15432802876457574,-0.8722988905012607
89,0,1.6916321183089167,-0.19952136194333436,-0.8142784552276134
90,0,1.595924604916945,-0.24401624044403436,-0.7499608786404133
91,0,1.5001408795360476,-0.28769391691312196,-0.680495703369379
92,0,1.4044753278139979,-0.33047428270801904,-0.6069081144034862
93,0,1.3089836949948221,-0.37230155905708673,-0.530065374225378
94,0,1.213630352402106,-0.41313448464497926,-0.4506933854520321
95,0,1.1183255503419787,-0.4529404296539724,-0.36941885367035865
96,0,1.0229560101870447,-0.4916922329925001,-0.28681895300745963
97,0,0.9274153078440577,-0.5293669878505171,-0.20346814557909965
98,0,0.8316423932556063,-0.5659461385570467,-0.11997478619217872
99,0,0.7356787363532931,-0.6014157115481794,-0.03700094833970069
100,0,0.6397566611412913,-0.6357621467672289,0.0447379855811596
101,0,0.5444298873189837,-0.6689501470886171,0.12448787525296212
102,0,0.4507388959173113,-0.7008558987639845,0.20146542623639108
103,0,0.3603528703097254,-0.7311325344257057,0.27486339047551156
104,0,0.2755675280932337,-0.7590495488606394,0.34393876627087594
105,0,0.19910321780480444,-0.783457254152745,0.40833128824830056
106,0,0.13391909399069846,-0.8030252560041845,0.46854009315371514
107,0,0.08329700329340994,-0.8167084679938853,0.5259451626241207
108,0,0.05071199708618224,-0.8241260229609907,0.5813313035666943
109,0,0.03893240378238261,-0.8251998274121434,0.6323212219774723
110,0,0.04912354168482125,-0.8193606453482062,0.6734831465780735
111,0,0.0801888417918235,-0.8062232833821327,0.700214553847909
112,0,0.12905109045095742,-0.7864640176761896,0.7114727126806974
113,0,0.19207061943598092,-0.7614173636306077,0.7091462865844369
114,0,0.2661672767717391,-0.7323910080362112,0.6963168952986598
115,0,0.34902556356973946,-0.7002870075870306,0.6759916220232844
116,0,0.4387936603743583,-0.6655137099791318,0.6504555989429355
117,0,0.5338122707325965,-0.628131051408127,0.6210987132415176
118,0,0.6325837236363441,-0.5881159723270685,0.5885944825038314
119,0,0.7338608738500625,-0.5455566801596433,0.5532169353589416
120,0,0.8367005523759872,-0.5007010445464403,0.5150835525617004
121,0,0.9404444035608321,-0.45391976539976897,0.4742729973420501
122,0,1.0446597200352699,-0.40565213640220465,0.4308638211712241
123,0,1.1490757775027305,-0.35636310731060805,0.384938084743917
124,0,1.2535307866055518,-0.30651773218996825,0.33657290901988746
125,0,1.3579312276560813,-0.2565712675917894,0.28583022322505713
126,0,1.462219909997657,-0.20697106872685256,0.23274973150342704
127,0,1.5663490605074912,-0.15816651363857093,0.17734754201024772
128,0,1.6702556547243148,-0.11062319283373656,0.11962171759456397
129,0,1.773836211534217,-0.06483788122422995,0.05956634249538184
130,0,1.8769174602348357,-0.021350235538557194,-0.002804747559130183
131,0,1.9792179849464446,0.019254173291847088,-0.06742475066334008
132,0,2.0802965101320297,0.05635700668208299,-0.1341356623545289
133,0,2.179490090580657,0.08934685508720575,-0.20265690866857766
134,0,2.2758603852707893,0.11769092190079389,-0.27258042875677346
135,0,2.3681625437457114,0.1410119860898703,-0.343405118919909
136,0,2.454791159601882,0.15906966584734616,-0.4145939338579774
137,0,2.533613921375945,0.17151636551134286,-0.4856336924806237
138,0,2.6017264660913497,0.1774614659603685,-0.5560860547795892
139,0,2.6553547319490463,0.17520421617664395,-0.6254728052392602
140,0,2.6902099524158984,0.1628076021093875,-0.6927380550280213
141,0,2.702790387207642,0.13976528835482893,-0.7554497260227799
142,0,2.6923511198256165,0.1080265935976058,-0.809669202901423
143,0,2.6612589007709175,0.07071588155813513,-0.8515389326587319
144,0,2.613406660268083,0.03025409919209776,-0.8791681721433997
145,0,2.552664255956188,-0.012111455528065584,-0.8928028873726725
146,0,2.482215246418491,-0.05580648439936342,-0.8937784459069371
147,0,2.404471112648025,-0.10051870006136598,-0.8834971345588565
148,0,2.3212055324111134,-0.1460244696121663,-0.8629743352159858
149,0,2.2337571440730244,-0.19209507885389032,-0.8328746247664094
150,0,2.1432169957552105,-0.23845439809374513,-0.7937684196606278
151,0,2.050529448548332,-0.28479698332957926,-0.7463718492165208
152,0,1.9564922286663204,-0.3308362926822156,-0.6916300866380334
153,0,1.8617165891919285,-0.37633977863006296,-0.6306408483162522
154,0,1.7666120661888272,-0.4211356307845563,-0.5645154777541757
155,0,1.6714099852833897,-0.4651012572925538,-0.4942723724618554
156,0,1.5762066824827343,-0.5081473554950208,-0.420795201100409
157,0,1.4810078500304371,-0.5502043220680207,-0.3448426190391183
158,0,1.3857668994460255,-0.5912125300150365,-0.26708534989506005
159,0,1.2904190404806286,-0.6311158839147538,-0.1881522673740983
160,0,1.1949167086277157,-0.6698580387514085,-0.10867304984480142
161,0,1.0992740823421627,-0.7073807756882161,-0.029308548904955378
162,0,1.00363021180965,-0.7436240281444043,0.0492398675903678
163,0,0.9083412273321301,-0.7785235572140664,0.12624682601541282
164,0,0.814108362654224,-0.8119930590968579,0.20099574442952872
165,0,0.7221303193364292,-0.8438625115435571,0.2727997612580657
166,0,0.6342216937337071,-0.8737473770510406,0.34099816646426917
167,0,0.5527877716813236,-0.9008955623488873,0.4050198804959655
168,0,0.48061810270883143,-0.9241836167406291,0.4646948513016105
169,0,0.4207336998078972,-0.9424010574351996,0.5207332533225417
170,0,0.37649589986540377,-0.954684599628672,0.5745905425772071
171,0,0.35129680135287344,-0.9607466928195209,0.6265842628106475
172,0,0.34745173226110637,-0.960363544151187,0.6733510207757354
173,0,0.36536544444970787,-0.9528397327288985,0.7089705776795745
174,0,0.4031104918103665,-0.9379769951105118,0.729425548799336
175,0,0.45712651940993965,-0.9166428498923779,0.7346067738160491
176,0,0.5237649518530816,-0.890167522802949,0.7269896420091391
177,0,0.6001942593138665,-0.8597378820180893,0.7098213734477758
178,0,0.6844064656179398,-0.8261330999433995,0.6860013476014137
179,0,0.7748348552267998,-0.7896992281079293,0.6575839670747519
180,0,0.8700581330340356,-0.7505081199109555,0.6257251205295324
181,0,0.9687596473377198,-0.7085986524820328,0.5909295419603586
182,0,1.0698169979732484,-0.6641328796744347,0.5533738473802805
183,0,1.1723657462280244,-0.6174192517995835,0.5131236577779055
184,0,1.2757929924409837,-0.568868187814951,0.4702273125201464
185,0,1.379689111141488,-0.5189401298761368,0.424741100743413
186,0,1.4837923187296838,-0.46810835003852846,0.3767270336300135
187,0,1.5879413995426148,-0.41683962717652323,0.32624273397028447
188,0,1.6920390638988465,-0.36558994054794314,0.27333187706768514
189,0,1.7960231516044587,-0.31481132805347445,0.2180193553119898
190,0,1.899842857150361,-0.26496571823954584,0.1603127533942461
191,0,2.0034373763483018,-0.216542211920023,0.10021061100065709
192,0,2.106714143184945,-0.1700738050043583,0.0377173686772585
193,0,2.2095227006357163,-0.12614897787570956,-0.027136061117053023
194,0,2.3116186324041337,-0.08541207909584048,-0.09426862351596355
195,0,2.412614381639287,-0.04854444190859797,-0.16352711223065852
196,0,2.511924034683034,-0.01621636524796488,-0.23467390589416026
197,0,2.6087224546354264,0.010991637036204316,-0.3073930924385786
198,0,2.701914145378396,0.032658877223730065,-0.38130680821835994
199,0,2.7900183263700455,0.04847273081541059,-0.4559720119088888
